,Unnamed: 0,ID,first_wins,s,phi_vanilla,phi_avg,phi_entropy,gemma_27b_vanilla,gemma_27b_avg,gemma_27b_entropy,gemma_2b_vanilla,gemma_2b_avg,gemma_2b_entropy,gemma_9b_vanilla,gemma_9b_avg,gemma_9b_entropy,llama_3b_vanilla,llama_3b_avg,llama_3b_entropy,llama_8b_vanilla,llama_8b_avg,llama_8b_entropy,llama_70b_vanilla,llama_70b_avg,llama_70b_entropy,aya_32b_vanilla,aya_32b_avg,aya_32b_entropy,aya_8b_vanilla,aya_8b_avg,aya_8b_entropy,mixtral_vanilla,mixtral_avg,mixtral_entropy,conf_phi_vanilla,conf_phi_avg,conf_phi_entropy,conf_phi_verbal_conf,conf_llama_3b_vanilla,conf_llama_3b_avg,conf_llama_3b_entropy,conf_llama_3b_verbal_conf,conf_llama_8b_vanilla,conf_llama_8b_avg,conf_llama_8b_entropy,conf_llama_8b_verbal_conf,conf_llama_70b_vanilla,conf_llama_70b_avg,conf_llama_70b_entropy,conf_llama_70b_verbal_conf,conf_gemma_27b_vanilla,conf_gemma_27b_avg,conf_gemma_27b_entropy,conf_gemma_27b_verbal_conf,conf_gemma_2b_vanilla,conf_gemma_2b_avg,conf_gemma_2b_entropy,conf_gemma_2b_verbal_conf,conf_gemma_9b_vanilla,conf_gemma_9b_avg,conf_gemma_9b_entropy,conf_gemma_9b_verbal_conf,conf_aya_32b_vanilla,conf_aya_32b_avg,conf_aya_32b_entropy,conf_aya_32b_verbal_conf,conf_mixtral_vanilla,conf_mixtral_avg,conf_mixtral_entropy,conf_mixtral_verbal_conf,FKGL,ARI,RSRS_mBERT
122,122,893,2,"All over the country, many record stores refused to sell the album.",2,1.8991846341035623,0.0322047299811806,2,2.0490633882836846,0.0204523179971643,3,3.120640277862549,0.1230319973906875,2,1.81370175950724,0.0582001330847369,6,5.906533680856228,0.1190293513630447,3,3.000000089406967,0.0929778618945208,2,2.0,-0.0,3,2.904685659535076,0.0253040250666151,2,2.1441180372123654,0.0366465614811202,2,1.99957062172415,0.0005717988290525,2,1.978313163663984,0.0232413274100018,8.064594528387715,4,3.748750150203705,0.1393656222056958,7.270030736923218,4,4.030775770545006,0.0690214468369895,8.0,2,2.0,-0.0,8.0,2,2.0227752196224174,0.0124219915845997,7.732410264405189,2,2.4090416692197323,0.1071344672773748,7.424960708245635,2,2.085319142188382,0.0307441355565075,8.981866701824089,3,2.8934486516791367,0.0273655251026853,7.952573779714953,2,1.7772999510272935,0.0511211141197974,8.222696643597601,4.4,6.6,0.0003087244719384
123,123,1133,1,Ned and Dan went to the police camp and told them to surrender.,2,1.623244531062937,0.0579440415930556,2,1.9723173074962688,0.0226155959221758,2,2.1335027180612087,0.1039748247911638,1,1.031576613368088,0.0113634086835608,4,3.1491749808192253,0.1461420885738276,2,2.1361867636442184,0.1124919464849295,2,1.889272592961788,0.0295902015580156,3,2.993540199661595,0.0034000026449615,2,2.1026168160432235,0.0358161244588119,1,1.029312219510594,0.0127578380676474,2,1.9272960832514343,0.0304125028507281,8.111480240705532,1,1.9964311569929123,0.1075013921857916,7.211773872375488,4,3.785724937915802,0.129599169277792,8.0,2,2.0,-0.0,8.0,2,1.9885399219347164,0.0219502105285971,7.883080507883278,1,1.696366130374372,0.0898440102601914,8.510911367018707,1,1.309319943378796,0.0548850715883768,8.999375569364304,3,2.7064466890800745,0.0489827868623967,7.731054135384966,1,1.0000453770018918,4.814179642639186e-05,8.998498672116956,3.6,3.5,0.000304812608084
124,124,1466,1,She suffered in her childhood numerous lung related illnesses like a collapsed lung and pneumonia.,2,2.272693209987665,0.0557869181512673,4,3.826328571027261,0.0627159477527917,5,4.52047386020422,0.1378294130593974,4,4.293978373054415,0.0882562866800542,6,6.279800981283188,0.0980005147114388,4,4.449341028928757,0.1047727850624059,4,3.908184736967087,0.0260775017343537,5,4.821182854280664,0.0399645881487651,4,3.828871475924416,0.0422170605320356,2,2.182607549784675,0.0458860596573039,3,2.757298239601369,0.065737620842305,7.926331594758722,6,5.629247575998306,0.1047727039799486,7.348645567893982,6,5.270031183958054,0.0886900289821135,8.0,4,4.277778640389442,0.0551715800068174,7.81127755343914,4,4.442086634458974,0.0736603016301463,6.292683557620876,7,5.423040891066194,0.1301408555438623,7.227322014514357,5,4.817388944095001,0.0947816259281967,7.915245869607929,5,4.909702157059655,0.0276255196492591,7.009661460419011,2,2.000002265530038,8.159058177566115e-06,8.268929376748929,10.3,12.4,0.0004751023150546
125,125,1790,2,"As the largest Sub-Region in Mesoamerica, it encompassed a vast and varied landscape. It spanned from the mountainous regions of the Sierra Madre to the Semi-Arid Plains of northern Yucatán.",3,3.714836015831679,0.0994218259532942,4,4.027156526084582,0.0462984620510917,6,5.154444582760334,0.1209709568484725,5,4.854030068323482,0.0815983068723585,6,5.670447699725628,0.0958976513168926,6,5.460273116827011,0.0792280102754176,4,4.062483470886946,0.0198734255712502,4,4.186270576579091,0.0395584865222028,3,3.1779518399385296,0.0413152799091059,3,2.996482740604258,0.0233917787431438,3,3.3569656657655287,0.0726890241872588,7.730638341151462,6,5.146975994110107,0.0916411669095356,7.312046438455582,6,5.59259307384491,0.0692626924856994,7.841131299734116,4,4.99999962747097,0.0882977925949662,7.841131299734116,4,4.21709503432794,0.0542429815759812,6.83620804354041,6,5.987810323014855,0.090512171762479,7.151870759495068,5,5.324043353975867,0.0700083258372016,7.797978639675421,5,4.894498039149767,0.0502462178677861,7.008193113026209,2,2.00761696974439,0.0043165849570678,8.095332847868121,8.0,11.4,0.0004681869090614
126,126,401,2,This is like the Unix system. Unix has many programs that do one thing well. These programs work together in one big system.,2,1.9623017468278192,0.0210005414623817,3,2.954827564404696,0.0395548799740784,4,4.36337798088789,0.1095494616799738,2,2.2458369888263405,0.0554794843268943,4,4.568806625902653,0.1024210492005107,3,3.128141939640045,0.091936276648155,2,2.0,-0.0,3,2.9987602807792086,0.0010987196593814,3,3.512350406461337,0.0595011755767375,2,2.0066015683151583,0.0039704154724468,2,2.002108110624249,0.014704819829839,8.067061846034449,4,4.354627348482609,0.0977062968798497,7.117875158786774,4,3.87885545194149,0.0792280913578749,8.0,2,2.0,-0.0,8.0,3,3.1238421446687425,0.0470969474980789,7.010569103435046,6,5.556633657775819,0.0858324087295867,7.150855648913421,3,2.7476792333400226,0.0535801281850008,8.07392828241575,3,3.00402104791425,0.0063154827804294,7.531196584881968,2,1.9859386778224688,0.0071301861227054,8.148031446009554,2.8,3.3,0.0002612957343426
127,127,356,2,Ohio state's library system has twenty-one libraries in its Columbus campus,2,1.680234339791241,0.0550080865862826,2,2.122351403522771,0.0333987344658529,4,4.5099399499595165,0.127294070936355,4,4.465122200548649,0.1263434834504864,4,4.565560728311539,0.1383729398163839,4,3.7160205096006393,0.1016755568175589,2,2.0,-0.0,3,2.9995534337674634,0.00056068993554,2,2.387733135218241,0.0567044805858485,2,2.000057681815167,0.0004191252723452,2,1.854096828494221,0.0375235247181526,8.216120131408388,4,3.2963475435972214,0.1263679725428853,7.414556980133057,4,4.657261162996292,0.0856536024449279,7.8670356422662735,2,2.0,-0.0,8.260828047990799,2,2.436307891388424,0.0622544531846983,7.115569810082889,6,5.156137945130467,0.1258430659237366,7.178088121232577,6,4.953926548361778,0.1210611803815116,7.893675684916616,3,3.0534809212975773,0.0169698056919188,7.8519501535038785,2,1.622459434951928,0.063898215188307,8.11919594169467,7.6,11.9,0.0003380693567182
128,128,773,2,"Today, Landis' father has become a hearty supporter of his son. It regards himself as one of Floyd's biggest fans",2,2.5546724966261536,0.0740141004012798,3,3.4632443077571224,0.0729378815617828,5,4.931925881654024,0.1297754622010399,6,5.643319273367524,0.0734376768572703,4,4.475293338298798,0.1228166622665919,4,4.1057227700948715,0.1234322402823485,2,2.0,-0.0,4,3.960644169922887,0.0222752330284795,3,3.1391940961530054,0.0407821808819004,7,6.983932885304057,0.0099967928611853,2,2.1600726014726206,0.0423279747027582,7.986546145499233,4,3.6680104583501816,0.1035687815187782,7.405618995428085,4,4.844720631837845,0.090425740874737,7.841130077838898,2,2.0,-0.0,8.0,4,3.807282508932986,0.0747063633236293,6.818419732054281,5,4.977125573903322,0.120463445885332,6.843247377721127,6,5.748987573897466,0.0705561621725359,7.70560440658528,4,4.041053201641262,0.0447057414752785,7.060045160367736,7,6.646412024492747,0.0641373981672448,7.376754604644242,6.0,5.7,0.000309782902332
129,129,1178,2,He was also named 1982 “ sportsman of the year ”. This was by sports illustrated.,4,5.030925616621971,0.1507160524027187,4,4.089468219783157,0.084438495828485,4,4.332026395946741,0.1370959651385075,4,4.308647490106523,0.1035971112693471,4,4.467105686664581,0.143474891276533,4,4.041131183505058,0.1196981397413988,2,2.0,-0.0,3,2.9994914380203,0.002525809901476,3,3.08377238607909,0.0311648476517489,3,3.160847243092576,0.0317035265983745,5,5.312149152159691,0.1409503830865242,7.0815223907193285,4,3.8039174154400826,0.1254282369981847,7.5,4,4.80200269818306,0.0907868213276701,7.841130077838898,2,2.0,-0.0,8.0,6,5.395425468683243,0.0905733514547498,6.663560158252949,4,4.435800865292549,0.1289131071081708,6.90746922060498,6,5.185147472191602,0.100653756369925,7.835586384744602,3,3.423702157168464,0.0638299331681504,7.201800812081629,2,1.9996662124813456,0.0004582705702102,8.182413154855567,3.7,4.3,0.0002575725148753
130,130,1145,1,Political economy was published in 1885. it was not used in many classrooms.,2,1.9734540519419848,0.0313584109979064,3,3.029979479557369,0.0560782335386709,4,4.610310025513172,0.1199457781934325,3,3.668587326304987,0.0935614112771738,6,5.430553488433361,0.1000273328963529,4,3.5112133026123047,0.1022134071626945,2,2.0,-0.0,4,4.392444507141136,0.0591935396542431,2,2.4399138475509687,0.0560907834645928,7,6.522362666029949,0.0823481996239172,2,1.9959370458951755,0.0257413559793909,8.06324552942624,4,4.856010392308235,0.103941588522097,6.748321861028671,4,4.4146608710289,0.0693499676156665,7.889272727072239,2,2.0,-0.0,8.222700387239456,4,3.7289278261596337,0.0906105130202944,6.868795417397905,5,4.820606045424938,0.1248299681279745,6.919694272583001,4,3.9504415476694703,0.0946650102168458,7.967939093051427,5,5.002252323902212,0.0834971939476082,7.003959450579714,2,2.0109740073892723,0.0058494648252835,8.029276670050834,4.6,5.0,0.0003316847387957
131,131,1919,2,Use Html and CSS MARKUP Sparingly. use them only with good reason.,2,1.952362202689045,0.0250502873004014,3,3.0506746473402018,0.0419609645036401,5,4.756256215274334,0.141238599000172,6,5.745634238701314,0.0618994654631399,4,5.193951785564423,0.1251306643799251,4,4.8774800300598145,0.1285185326929332,2,2.0918154418468475,0.0260775017343537,3,3.0039923180506136,0.0022129568091666,3,3.046753885213974,0.0164634386770222,2,2.000077966855895,0.0001670873870889,2,2.058419941544628,0.0304710028153683,8.083863312745962,4,5.000000223517418,0.1210294326076669,6.9435054063797,4,4.98549722135067,0.1050395463468947,8.0,2,2.075858175754547,0.022831160316721,8.30294018983841,4,4.341516480315477,0.0788823057034062,6.376314719988841,4,3.9521765038371086,0.1389457438079756,7.060414027539082,6,5.940812939312309,0.047847535497049,7.75464578156334,3,2.983543878876944,0.0081288483567657,7.468784797757536,2,1.9999042620231904,9.54886102616238e-05,8.022955811451538,2.1,3.1,0.0002955895521548
132,132,59,1,Chauvin was embarrassed by his award and at first said he may not accept it.,2,1.9131926324222093,0.0310831175033301,3,2.802571689520846,0.0504324851893643,2,2.8845792207866907,0.1172149009109159,2,2.280498261592584,0.0579128584837039,4,4.609416946768761,0.100062056458688,4,3.791897624731064,0.0976835329799651,2,2.0,-0.0,3,3.50209915651476,0.0568850090206302,3,2.9485460757107376,0.021907192809595,2,2.018024611420992,0.008706218488546,2,1.9872981450462817,0.0208011315258488,8.085258321003494,4,3.9024045914411545,0.1139077576776168,7.000000417232513,5,5.000000149011612,0.0929778618945208,8.0,2,2.0,-0.0,8.0,3,2.9599719480029307,0.0531046477726877,7.0195709405015805,2,3.217015027999878,0.1413307562365186,7.299982223659754,3,3.138852265285095,0.0537964205581839,8.03960421523064,3,3.2499594044050326,0.0470162441033536,7.468782149707579,2,1.9999614774257253,6.929272803754454e-05,8.43781850657524,5.6,5.5,0.0004532829029623
133,133,242,1,"Shade sets the novel's plot in motion when he defies that law, initiating a chain of events leading to the destruction of his colony's home, forcing their migration, and his separation from them.",3,3.436324530863203,0.0894336052366282,4,4.159049899892125,0.0550183487383753,6,5.282772297039628,0.1167738538193818,6,5.538361802071449,0.0622043300633197,6,5.983604773879051,0.0980005147114388,6,6.448103815317154,0.0584733539531427,6,5.089620485901833,0.0843808308422099,4,4.323786173672858,0.0515340690570251,4,4.151160230684866,0.0415465297645568,6,5.722280446025252,0.0642627671205069,3,3.668651565967593,0.0938549459243572,7.729860985651612,4,5.114077415317297,0.1037599232765356,7.448104560375214,6,6.448104560375214,0.0584733742237571,8.0,6,5.915976949036121,0.0551715800068174,7.777300089597702,5,4.7880535147560295,0.0683859822669068,6.651315274575609,6,6.193098741117865,0.0879664034941138,7.094784030399751,6,5.697459458082449,0.0531887495073842,7.798140996096208,5,4.900827755939872,0.0360687359921383,7.002347860456212,5,5.019371147750007,0.0204049592439144,7.970688058149907,15.0,18.3,0.0005824694272661
134,134,896,1,"The pad called for the resignation of the governments of Thaksin Shinawatra, Samak Sundaravej and Somchai Wongsawat.",3,3.5341335674747825,0.1132774620975297,4,3.783489082663437,0.0622601729259174,3,3.7107458412647247,0.1362539235031566,6,5.717578343086643,0.0581234215428792,6,4.789100155234337,0.1516869022803954,6,5.5489040315151215,0.1066162656760768,4,3.000000089406967,0.0934052475269039,6,6.088127463011006,0.0625942536770612,4,4.578109837862485,0.0776957058997326,6,6.22617501229638,0.0860254131182524,4,4.543819126673043,0.1262268171829058,7.25554309977997,4,3.329120621085167,0.146409701224118,7.523717552423477,6,6.132457792758942,0.0718036900058736,7.5518966019153595,4,4.162332847714424,0.1030503402868567,8.0,4,4.463528592721559,0.0812873635513851,6.347569092856247,7,4.829658053815365,0.1441327976298694,7.018389696720988,6,5.895489107017056,0.0388799385442285,7.730880248094763,6,5.967914903698329,0.0680399020251885,7.222688883107367,5,5.286764529758699,0.0611187408491408,7.4378216328520335,9.9,14.8,0.0005733838726003
135,135,686,2,"This is why the Pdfs, if they contain images, will need to be further manipulated before they can be distributed.",3,2.9288948872854235,0.0703601583472881,4,4.093362550556776,0.0558656936986391,6,5.553254808590282,0.0833609923106766,6,5.700819418896572,0.0522152734838502,6,5.861464090645313,0.0936536233642019,4,4.208103105425835,0.0976835633858866,4,3.2117738723754883,0.0904257510100441,4,4.089673233548922,0.0278952257899197,4,3.99131987520326,0.039403881199089,5,4.612094361433265,0.0782618865327485,3,3.0793214572640863,0.0602229938119531,7.852879738959018,6,5.390582606196404,0.1000620463233808,6.9033984541893005,6,5.434064596891403,0.0808471661356846,7.602685838937759,4,3.592593714594841,0.0692626519444708,7.889273405075073,5,4.950995345978299,0.0736821132290884,6.377110633371558,6,5.841942558821756,0.061011335636827,7.081022798200138,6,5.819891575760266,0.043513646890919,7.867053789637794,4,4.188824713030158,0.0450959905638341,7.009631812630687,2,2.4424249937118976,0.0674839028539372,8.622458341788388,9.9,10.7,0.000489712143195
136,136,1784,2,Her notorious friendship with Grigori Rasputin was also an important factor in her life. Rasputin was a Russian mystic.,2,2.0603940992946264,0.0348449969865505,3,3.0989175894574146,0.0389928208680053,4,4.5161937568336725,0.12020040479877,4,3.682922970096115,0.0723575216770055,6,4.612359292805195,0.1221242890284732,4,4.862106293439865,0.0921884025491027,2,2.5659350752830505,0.080847125594456,4,4.179420552459305,0.0401514681288169,3,3.2717458368363737,0.0482839254269042,5,5.432992008537525,0.080105785218408,2,2.027742026666715,0.0277878222068122,8.112441983958433,4,4.059990733861923,0.1229268026495152,7.570612743496895,6,5.366695404052734,0.0842453015148473,7.697058767080307,2,2.1588693261146545,0.0372214341232602,8.0,4,3.685388840676751,0.0648802021022456,6.916665137252039,6,4.891518644988537,0.1222719083989809,7.129147832572926,4,4.383280945708975,0.0810021710318838,7.985388573690741,4,4.444657409734532,0.0587981595509703,7.0599993118521525,2,1.999967004812155,4.127649066085762e-05,8.182414525860622,7.0,8.4,0.0003686149167254
137,137,1319,1,Quantitative measures are used to determine the ingredients needed for biological processes.,2,2.1756098643701307,0.0458172675375058,3,3.1533146017645777,0.0424070756003708,4,4.252138728275895,0.1279159767238792,5,5.46771459444426,0.0676081166066746,4,4.156264305114746,0.1223795974158696,2,2.928325057029724,0.0929778618945208,4,4.266568541526794,0.0513636589561574,4,3.953277674077981,0.0197217084081095,4,3.631184047792374,0.0560846951710105,3,3.783641097664941,0.0930856519953216,3,2.807354132350156,0.0619037175151554,7.907174623825995,4,4.015474036335945,0.1088072251604703,7.183310240507126,4,4.409043975174427,0.0958589648494574,7.81127755343914,4,4.026463739573956,0.0631781736727855,8.0,4,4.030539953149855,0.0473725337241685,6.731549547787381,6,5.710749287158251,0.1154667469657706,7.319709873874672,6,5.639304000826087,0.0618154211651753,7.651123264084163,4,4.2634225444243725,0.0492798257078541,7.0178042431070935,2,2.0180167384259,0.0087014946721153,8.222680204720746,16.2,16.4,0.0003754321628929
138,138,1157,2,Bone marrow is a flexible tissue. It is found in the hollow interior of bones.,1,1.3209303189723869,0.05454371497455,2,2.031070632450792,0.0137117405791889,3,3.431113487109542,0.1209386008228309,1,1.1409251429213327,0.0336591813266904,4,3.066699668765068,0.1257505904424539,2,2.1148038059473038,0.0664835405854996,2,2.0,-0.0,2,2.3486811049931475,0.0519473550614703,3,2.689163398159053,0.0536030598002151,1,1.0000400730584953,4.296528297856057e-05,2,1.6516898047918858,0.0563335923762626,8.37580828320506,2,2.683505579829216,0.1126946424928509,7.716568678617477,3,3.0000001788139343,0.0893525233347203,8.0,2,1.8411311209201813,0.0372213555746297,8.397314637899399,2,2.0161504121479084,0.0088328539695597,7.836369555785041,3,3.4049126897007227,0.12634494808715,6.870916089275852,2,2.128768119528104,0.0418238486653924,8.946265149049765,3,2.5928291392774554,0.0543731332104851,7.851949852453913,1,1.0000275340389635,3.0526126777420503e-05,8.998830588981374,5.0,2.4,0.0002762564392741
139,139,317,2,During the 1980s and 1990s goals were at some point added behind each set of goals as the grounds began to update.,7,7.477199250359263,0.0666450871167623,6,6.012546313297207,0.0268402757621739,6,6.106870915740728,0.0871089400962455,6,6.336272858945449,0.056167384919381,6,6.263401389122009,0.0919267089181946,6,5.6036901623010635,0.1091876336441602,6,5.445083066821098,0.0668642886019795,6,6.005591131463177,0.0085924884261156,4,4.309496344052604,0.0572321470554944,7,7.147794625983806,0.0405431697380824,8,7.92850521524872,0.0257046996934877,6.997403123881668,6,5.8014344945549965,0.0937955277997691,6.687953978776932,6,5.9645320028066635,0.0745804145000082,7.3973148465156555,6,5.8328187838196754,0.0631781736727855,7.5,6,6.08342787599031,0.035330269536798,5.465682995622046,6,5.72841778723523,0.1083909245062317,6.99713146412978,6,6.454811619329121,0.0601454625441286,7.267384335533279,6,6.055036034911666,0.0247553726510482,7.010979597119331,7,7.010407558642328,0.0128516177105472,6.998397444456487,7.2,9.5,0.0004192955662131
140,140,1370,1,I ran from Sydney Cove more than once before being shot dead in 1796.,2,1.947598884944,0.0451897450467718,3,2.881595697021112,0.0704163324487055,1,1.8070410918444395,0.1064242237961758,2,1.9104354860028248,0.0796100721742315,7,6.9150474816560745,0.1235693811235498,4,4.067588776350021,0.1471079123991618,2,2.0,-0.0,3,3.383905980877884,0.0553864511803861,4,3.746980270865606,0.0647298710292647,7,6.982374616956804,0.0106062168934948,3,2.7097179231932387,0.0843717771451843,7.8533032170544175,7,6.022344172000885,0.1351241279176306,7.302710175514221,6,5.589174747467041,0.1141733939430107,8.0,2,2.2608290314674377,0.0487955140157514,8.0,4,3.636554929194972,0.0803971995074838,6.958208622763095,1,1.7321506924927237,0.100115066834147,8.12631196854636,3,2.7233786582946777,0.0796523456089158,8.219241566837809,4,3.733286630584644,0.0626951269374749,7.1480240900637,5,4.872344364090168,0.046143393812893,7.962673203579309,4.0,4.4,0.000355927347899
141,141,1832,2,"The album, however, was banned from many record stores nationwide.",2,1.8233287927659767,0.043725449992721,3,2.7269770835409872,0.0552913168067688,4,4.157058972865343,0.1371008759790856,3,2.538530935678864,0.0590099383543043,4,4.455394648015499,0.1424084643923145,4,3.9075258374214172,0.0691198201282984,2,2.0,-0.0,3,3.0124707371229107,0.0054843565173383,4,3.540154022121044,0.0588477944601276,2,1.998836512322744,0.000881495873891,2,2.05292545354979,0.0366016728246811,8.139322217331028,4,3.224058046936989,0.1235898139027873,7.980894483625889,4,4.729968905448914,0.0886900289821135,8.0,2,2.0,-0.0,8.0,3,2.986935592140071,0.0421766968686872,7.080701090375442,4,4.178626798093319,0.1403010113612919,7.064541559317149,3,2.864521295763552,0.0510354272825701,8.06561199808462,3,3.076659930738856,0.0219221000347224,7.851949884512464,2,1.9706881732875616,0.0127584772947454,8.562174155232128,6.0,10.4,0.0003149331260847
142,142,1925,1,The wounds inflicted by a club are generally known as Bludgeoning or Blunt-Force trauma injuries.,2,2.3281473476381507,0.0612540019917418,3,2.937477871470037,0.0401044537705529,6,5.5131536945700645,0.1190728451691037,4,4.680390989989974,0.091443336060174,4,4.84272775053978,0.1389782710366003,4,3.518576718866825,0.1028553977889138,3,2.871859073638916,0.0919362969187693,3,3.0676355339963948,0.0199499727500998,4,3.633090131521613,0.0564876569228952,3,3.425837226298029,0.0742273953669417,3,2.67052961538866,0.0697765819947263,7.942462549119682,4,4.085639551281929,0.1123071190235337,7.117875158786774,4,4.515999883413315,0.0770880567243141,8.0,4,3.405398339033127,0.0795311167713873,8.0,3,3.38801358697674,0.0651458039097719,6.971931256033713,7,6.024070812389255,0.110493443941673,7.118967537302524,5,5.1281264096614905,0.0892741038606214,7.880991855158754,3,3.14892950152273,0.0340945780797231,7.893307267904902,2,2.119526146966836,0.0353427139809406,8.037313635365535,10.3,12.1,0.0005023852658277
143,143,2060,2,"Gable also got an Academy award nomination when he played Fletcher Christian in 1935's movie, mutiny on the bounty.",2,2.024706299527679,0.039990447472818,4,4.226425073924474,0.0802574272203853,2,2.178741712123156,0.1129143639004472,3,3.439826527785044,0.0780241052008118,6,5.9680222272872925,0.1003216014044778,6,6.2009037882089615,0.0783332501562459,4,3.3427387177944183,0.0856536024449279,3,3.0760378032820768,0.021791089242437,4,3.7758363582761376,0.0579936288879498,2,2.0373845502597234,0.0154102915183544,2,2.053288896119284,0.0367195836620193,8.035088412070763,6,5.505136705935001,0.1039192097638846,7.394117772579193,6,6.035468950867653,0.0745803739587796,7.65135532617569,4,3.2870261669158936,0.0877115461581348,8.0,4,4.55918908060994,0.0839630249889606,6.798908999583091,2,3.6858899295330048,0.1520636998629023,7.16209426894784,4,4.339125767117366,0.0985451199225354,7.99457162391738,4,3.841951966408942,0.03850988564653,7.0292889292868495,2,2.001118608880212,0.0009281234506284,8.182381986072869,9.5,12.1,0.0004711392517383
144,144,191,2,Thailand's King Bhumibol's birthday is celebrated with the color yellow.,1,1.3778407442098342,0.0577010413418106,2,2.1520990857534343,0.0382082351101399,1,1.5079937963746488,0.074107618898247,1,1.0103682516410115,0.0045936620811158,1,2.8119015395641327,0.1409838962942398,2,2.671424813568592,0.1050395463468947,2,1.8670357316732409,0.0333268359257557,3,2.9707389391759165,0.010671523417798,2,2.1826506888060067,0.0404926231707741,2,2.3880129661797582,0.0670610706479879,2,1.800884263646367,0.0449554708806708,8.21909719223504,2,2.741327092051506,0.128448325420226,8.5,4,3.6408146172761917,0.1049257673887005,8.0,2,1.8112774640321727,0.04118128342827,8.158869177103043,2,2.29141461616382,0.0542982452848655,7.198696612989807,1,1.3829086407786235,0.0639741998795207,8.515556868631393,1,1.2818716786896402,0.0522234151405982,8.999462548206225,3,2.9967389031532434,0.0026498573874665,7.867033881383406,2,2.003123787893287,0.0021296608504068,8.320796242443976,10.7,13.2,0.0003910970325309
145,145,311,1,During an interview Edward Gorey mention that Bawden is one of his favorite artists.,2,2.0304456120579744,0.0385943721864327,3,3.352722247989732,0.0690102956107768,6,5.200805630534887,0.1166157304964387,4,4.16376854525879,0.0973145379414032,6,5.786273464560509,0.1198056348091529,4,4.986224714666605,0.1057270445022688,2,2.1588689982891083,0.0372213555746297,3,3.2510092871811764,0.0465405530896902,3,2.992363925813379,0.0229115841540787,2,2.3314048892514734,0.0636768960929428,2,2.1657313451414666,0.050267684824487,8.04561584046678,4,4.508482046425343,0.1168667301974747,7.45358581840992,6,5.224454998970032,0.0893525233347203,7.777300089597702,2,2.222700208425522,0.0450870558019201,8.0,4,4.016662762500346,0.0784396503833787,6.755771811020168,6,5.549252066994086,0.1018675285341855,7.130248349625617,6,5.386472918675281,0.0896843935822186,7.893570883226857,3,3.325317277897057,0.0553898399475686,7.106668875586379,2,2.0068200269306544,0.0039170461147449,8.047330553320545,7.6,9.4,0.0004184802066249
146,146,1142,2,"For Rowling, this scene is important. This is because it shows Harry's bravery. Also, by retrieving Cedric's corpse, he demonstrates selflessness and compassion.",2,1.973618099505984,0.0159387263099727,3,2.581853061215952,0.0606706353023308,5,4.7291729636490345,0.1207963779018377,3,2.913479075912619,0.0401171999386422,6,5.146975994110107,0.0916411669095356,4,3.2989336252212524,0.0867437054066755,2,2.0,-0.0,4,4.262012479113537,0.0493111622315043,4,3.800420748059423,0.0494088094621425,2,1.9975280187893123,0.0016695581134828,2,2.001293689041632,0.0099142560175,8.143303049346287,4,4.657261162996292,0.0856536024449279,7.056495428085327,4,4.245538130402565,0.0956544546215541,8.0,2,2.0,-0.0,8.0,3,3.1336322709430533,0.0429625079435,6.994339813090846,6,5.710595726151951,0.0869894429755106,7.127906932088081,3,3.261604053957853,0.0545880471021024,8.002070665536522,4,4.244906695777985,0.0535540662678974,7.010826990474016,2,1.982013829106,0.0086851512871557,8.562167633065656,6.3,10.9,0.0003512973190272
147,147,1334,2,"In December, 1967, ten boom was given an award for an honest among the countries by the state of Israel.",8,7.709100609179586,0.06837248968231,6,6.139043812756427,0.0505973908330669,7,4.086412280797958,0.152262363945784,6,6.334310276404722,0.0744452559403748,7,7.000000208616257,0.0929778618945208,8,7.937516484409571,0.0198734255712502,4,4.224648378789425,0.0895731487010103,7,6.866419133106199,0.0317145267488987,4,4.03010021076966,0.0316270314606252,7,7.053123263118323,0.0203122885522947,8,8.00484273714278,0.0307333650384543,7.073931360821007,8,7.000000208616257,0.0934052475269039,6.521656394004822,8,8.0,-0.0,7.040479362010956,4,4.689524151384831,0.1072688476982798,8.0,6,6.286532139500196,0.0604916145817618,5.617378737893887,3,2.901304006576538,0.1190999265881983,6.541696718661115,7,6.584589520498412,0.0641860313331923,7.564029442408355,7,6.923382493599547,0.0218470996288361,7.999187332645903,7,6.4786827636504825,0.0737591880922949,7.004884286177571,7.6,8.6,0.0004082846999688
148,148,359,2,Men and women have to follow rules at a Mosque even though many mosques do n't punish.,3,3.0684673714858945,0.0871374130476151,3,3.516906919379835,0.0637207507271873,4,4.452446971088648,0.1145130674691675,5,5.17870689596748,0.0851429573453385,6,5.401536799967289,0.0980579413618155,6,6.151355549693108,0.0766507739644878,2,2.110727496445179,0.0295902015580156,5,4.926489707501446,0.0465334548669053,3,3.0601143524597774,0.0191101436255259,7,6.733944339444861,0.0595309409588362,3,3.164891677297419,0.0794377090844529,7.817365834718657,4,4.673549972474575,0.1040428807818684,7.137892723083496,6,6.30294081568718,0.0521464796753847,7.3973148465156555,2,2.222700208425522,0.0450870558019201,8.0,4,4.122821082652081,0.0601229377724319,6.53053228285944,4,4.732199104502797,0.1199663884073988,6.903139955975348,5,5.18754774768604,0.0888268344564639,7.852019687218444,5,4.671759284236032,0.0588516235755881,7.001879230127088,3,3.7899401815375313,0.0884517812814356,7.996833088650072,5.2,6.5,0.0004007515867814
